index,Paper Title,Year,Author,Citation,Publisher,Xref-Year,DOI,Authors,References,Type,Outlet,Abstract,Xref-Title,Xref-DOI
902,The input efficiency of chord keyboards,2018,FG Wu,2,Informa UK Limited,2017,10.1080/10803548.2017.1362171,"[{""given"": ""Fong-Gong"", ""family"": ""Wu"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""Department of Industrial Design, National Cheng Kung University, Taiwan""}]}, {""given"": ""Wen-Zhou"", ""family"": ""Shi"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Department of Industrial Design, National Cheng Kung University, Taiwan""}]}]",23,journal-article,International Journal of Occupational Safety and Ergonomics,,the input efficiency of chord keyboards,10.1080/10803548.2017.1362171
903,The limits of expert text entry speed on mobile keyboards with autocorrect,2019,N Banovic,10,ACM,2019,10.1145/3338286.3340126,"[{""given"": ""Nikola"", ""family"": ""Banovic"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""University of Michigan, Ann Arbor, Michigan""}]}, {""given"": ""Ticha"", ""family"": ""Sethapakdi"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Massachusetts Institute of Technology, Cambridge, Massachusetts""}]}, {""given"": ""Yasasvi"", ""family"": ""Hari"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Carnegie Mellon University, Pittsburgh, Pennsylvania""}]}, {""given"": ""Anind K."", ""family"": ""Dey"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Washington, Seattle, Washington""}]}, {""given"": ""Jennifer"", ""family"": ""Mankoff"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Washington, Seattle, Washington""}]}]",44,proceedings-article,Proceedings of the 21st International Conference on Human-Computer Interaction with Mobile Devices and Services,,the limits of expert text entry speed on mobile keyboards with autocorrect,10.1145/3338286.3340126
904,The onhw dataset: Online handwriting recognition from imu-enhanced ballpoint pens with machine learning,2020,F Ott,9,Association for Computing Machinery (ACM),2020,10.1145/3411842,"[{""given"": ""Felix"", ""family"": ""Ott"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""Fraunhofer Institute for Integrated Circuits (IIS), Nuremberg, Germany, Nuremberg, Ludwig-Maximilians-University (LMU), Munich, Germany""}]}, {""given"": ""Mohamad"", ""family"": ""Wehbi"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Friedrich-Alexander University (FAU) Erlangen-Nuremberg, Germany, Erlangen""}]}, {""given"": ""Tim"", ""family"": ""Hamann"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""STABILO International GmbH, Heroldsberg, Germany, Heroldsberg""}]}, {""given"": ""Jens"", ""family"": ""Barth"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""STABILO International GmbH, Heroldsberg, Germany, Heroldsberg""}]}, {""given"": ""Bj\u00f6rn"", ""family"": ""Eskofier"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Friedrich-Alexander University (FAU) Erlangen-Nuremberg, Germany, Erlangen""}]}, {""given"": ""Christopher"", ""family"": ""Mutschler"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Fraunhofer Institute for Integrated Circuits (IIS), Nuremberg, Germany, Nuremberg, Ludwig-Maximilians-University (LMU), Munich, Germany""}]}]",79,journal-article,"Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies",this paper presents a handwriting recognition hwr system that deals with online character recognition in real time our sensor enhanced ballpoint pen delivers sensor data streams from triaxial acceleration gyroscope magnetometer and force signals at 100 hz as most existing datasets do not meet the requirements of online handwriting recognition and as they have been collected using specific equipment under constrained conditions we propose a novel online handwriting dataset acquired from 119 writers consisting of 31 275 uppercase and lowercase english alphabet character recordings 52 classes as part of the ubicomp 2020 time series classification challenge our novel onhw chars dataset allows for the evaluations of uppercase lowercase and combined classification tasks on both writer dependent wd and writer independent wi classes and we show that properly tuned machine learning pipelines as well as deep learning classifiers such as cnns lstms and bilstms yield accuracies up to 90 for the wd task and 83 for the wi task for uppercase characters our baseline implementations together with the rich and publicly available onhw dataset serve as a baseline for future research in that area ,the onhw dataset,10.1145/3411842
905,The use of Eye Gaze Gesture Interaction Artificial Intelligence Techniques for PIN Entry,2020,UC Onyemauche,0,AI Publications,2020,10.22161/eec.561,"[{""given"": ""U.C."", ""family"": ""Onyemauche"", ""sequence"": ""first"", ""affiliation"": []}, {""given"": ""U."", ""family"": ""Osundu"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""R. C."", ""family"": ""Etumnu"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Q.N."", ""family"": ""Nwosu"", ""sequence"": ""additional"", ""affiliation"": []}]",0,journal-article,"International Journal of Electrical, Electronics and Computers",,the use of eye gaze gesture interaction artificial intelligence techniques for pin entry,10.22161/eec.561
906,The Virtual Office of the Future: Are Centralized Workplaces Obsolete?,2020,P Knierim,4,ACM,2020,10.1145/3334480.3382920,"[{'given': 'Pascal', 'family': 'Knierim', 'sequence': 'first', 'affiliation': [{'name': 'Ludwig Maximilian University of Munich, Munich, Germany'}]}, {'given': 'Thomas', 'family': 'Kosch', 'sequence': 'additional', 'affiliation': [{'name': 'Ludwig Maximilian University of Munich, Munich, Germany'}]}, {'given': 'Johannes', 'family': 'Groschopp', 'sequence': 'additional', 'affiliation': [{'name': 'Ludwig Maximilian University of Munich, Munich, Germany'}]}, {'given': 'Albrecht', 'family': 'Schmidt', 'sequence': 'additional', 'affiliation': [{'name': 'Ludwig Maximilian University of Munich, Munich, Germany'}]}]",14,proceedings-article,Extended Abstracts of the 2020 CHI Conference on Human Factors in Computing Systems,based on the underlying assumption that gender is a social construct this chapter explores the world wide web home pages of key political figures in the usa and ukraine focusing specifically on what the content posted to these sites and their structure suggests about gender and cultural peculiarities in constructing political identity on the web the personal page is rendered as a virtual political office a peculiar meeting point between the site owner and its potential audience electorate and citizenry providing an excellent working place to be constantly in touch with the electoral body from anyplace and in anytime all data are analyzed according to four parameters male female ukrainian and american the main result highlights the intersection across culture gender and computer mediated communication cmc influencing the virtual identity formation the intersectional approach towards viewing gendered virtual identity is proposed the data obtained lead to suggestions for the creation of sites that are more in line with the potential provided by the net to facilitate political communication ,virtual political office where gender and culture meet,
907,ThumbStroke: a virtual keyboard in support of sight-free and one-handed text entry on touchscreen mobile devices,2019,J Lai,6,Association for Computing Machinery (ACM),2019,10.1145/3343858,"[{""given"": ""Jianwei"", ""family"": ""Lai"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""Illinois State University, Normal, IL""}]}, {""given"": ""Dongsong"", ""family"": ""Zhang"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""The University of North Carolina at Charlotte, Charlotte, NC""}]}, {""given"": ""Sen"", ""family"": ""Wang"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Compeer Financial, Normal, IL""}]}, {""given"": ""Isil Doga Yakut"", ""family"": ""Kilic"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""The University of Maryland, Baltimore County, Baltimore, MD""}]}, {""given"": ""Lina"", ""family"": ""Zhou"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""The University of North Carolina at Charlotte, Charlotte, NC""}]}]",53,journal-article,ACM Transactions on Management Information Systems,the qwerty keyboard on mobile devices usually requires users full visual attention and both hands which is not always possible we propose a thumb stroke based keyboard thumbstroke to support both sight free and one handed text entry text entry via thumbstroke completely relies on the directions of thumb strokes at any place on the screen of a mobile device it does not require physical press on any specific keys thus eliminating the need for visual attention and reducing errors due to tiny key size fat thumbs limited thumb reachability and visual occlusion we empirically evaluated thumbstroke through a 20 session longitudinal controlled lab experiment thumbstroke shows advantages in typing accuracy and user perceptions in comparison to the escape and qwerty keyboards and results in faster typing speed than qwerty in sight free and one handed text entry this study provides novel research contributions to mobile hci advancing the design of soft keyboards for one handed interaction with mobile devices and mobile accessibility ,thumbstroke,10.1145/3343858
908,Thumbtext: Text entry for wearable devices using a miniature ring,2018,J Kim,20,,,,,,,,,,
909,Ticker: An adaptive single-switch text entry method for visually impaired users,2018,EM Nel,5,Institute of Electrical and Electronics Engineers (IEEE),2019,10.1109/tpami.2018.2865897,"[{""ORCID"": ""http://orcid.org/0000-0003-3382-0665"", ""authenticated-orcid"": false, ""given"": ""Emli-Mari"", ""family"": ""Nel"", ""sequence"": ""first"", ""affiliation"": []}, {""given"": ""Per Ola"", ""family"": ""Kristensson"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""David J. C."", ""family"": ""MacKay"", ""sequence"": ""additional"", ""affiliation"": []}]",17,journal-article,IEEE Transactions on Pattern Analysis and Machine Intelligence,,ticker an adaptive single switch text entry method for visually impaired users,10.1109/tpami.2018.2865897
910,TiltWriter: design and evaluation of a no-touch tilt-based text entry method for handheld devices,2019,SJ Castellucci,6,ACM,2019,10.1145/3365610.3365629,"[{""given"": ""Steven J."", ""family"": ""Castellucci"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""York University, Toronto, Ontario, Canada""}]}, {""given"": ""I. Scott"", ""family"": ""MacKenzie"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""York University, Toronto, Ontario, Canada""}]}, {""given"": ""Mudit"", ""family"": ""Misra"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of California""}]}, {""given"": ""Laxmi"", ""family"": ""Pandey"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of California""}]}, {""given"": ""Ahmed Sabbir"", ""family"": ""Arif"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of California""}]}]",36,proceedings-article,Proceedings of the 18th International Conference on Mobile and Ubiquitous Multimedia,,tiltwriter,10.1145/3365610.3365629
911,Tiptext: Eyes-free text entry on a fingertip keyboard,2019,Z Xu,33,ACM,2019,10.1145/3332165.3347865,"[{""given"": ""Zheer"", ""family"": ""Xu"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""Dartmouth College, Hanover, NH, USA""}]}, {""given"": ""Pui Chung"", ""family"": ""Wong"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Dartmouth College &amp; City University of Hong Kong, Hong Kong, UNK, China""}]}, {""given"": ""Jun"", ""family"": ""Gong"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Dartmouth College, Hanover, NH, USA""}]}, {""given"": ""Te-Yen"", ""family"": ""Wu"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Dartmouth College, Hanover, NH, USA""}]}, {""given"": ""Aditya Shekhar"", ""family"": ""Nittala"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Saarland University, Saarbr\u00fccken, UNK, Germany""}]}, {""given"": ""Xiaojun"", ""family"": ""Bi"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Stony Brook University, Stony Brook, NY, USA""}]}, {""given"": ""J\u00fcrgen"", ""family"": ""Steimle"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Saarland University, Saarland Informatics Campus, Saarbr\u00fccken, UNK, Germany""}]}, {""given"": ""Hongbo"", ""family"": ""Fu"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""City University of Hong Kong, Hong Kong, UNK, Hong Kong""}]}, {""given"": ""Kening"", ""family"": ""Zhu"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""City University of Hong Kong, Hong Kong, UNK, China""}]}, {""given"": ""Xing-Dong"", ""family"": ""Yang"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Dartmouth College, Hanover, NH, USA""}]}]",82,proceedings-article,Proceedings of the 32nd Annual ACM Symposium on User Interface Software and Technology,,tiptext eyes free text entry on a fingertip keyboard,10.1145/3332165.3347865
912,TOAST: Ten-finger eyes-free typing on touchable surfaces,2018,W Shi,17,Association for Computing Machinery (ACM),2018,10.1145/3191765,"[{""given"": ""Weinan"", ""family"": ""Shi"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""Department of Computer Science and Technology, Global Innovation eXchange Institute, Beijing National Research Center for Information Science and Technology, Tsinghua University, Beijing, China; Key Laboratory of Pervasive Computing, Ministry of Education, China""}]}, {""given"": ""Chun"", ""family"": ""Yu"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Department of Computer Science and Technology, Global Innovation eXchange Institute, Beijing National Research Center for Information Science and Technology, Tsinghua University, Beijing, China; Key Laboratory of Pervasive Computing, Ministry of Education, China""}]}, {""given"": ""Xin"", ""family"": ""Yi"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Department of Computer Science and Technology, Global Innovation eXchange Institute, Beijing National Research Center for Information Science and Technology, Tsinghua University, Beijing, China; Key Laboratory of Pervasive Computing, Ministry of Education, China""}]}, {""given"": ""Zhen"", ""family"": ""Li"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Department of Computer Science and Technology, Global Innovation eXchange Institute, Beijing National Research Center for Information Science and Technology, Tsinghua University, Beijing, China; Key Laboratory of Pervasive Computing, Ministry of Education, China""}]}, {""given"": ""Yuanchun"", ""family"": ""Shi"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Department of Computer Science and Technology, Global Innovation eXchange Institute, Beijing National Research Center for Information Science and Technology, Tsinghua University, Beijing, China; Key Laboratory of Pervasive Computing, Ministry of Education, China""}]}]",37,journal-article,"Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies",touch typing on flat surfaces e g interactive tabletop is challenging due to lack of tactile feedback and hand drifting in this paper we present toast an eyes free keyboard technique for enabling efficient touch typing on touch sensitive surfaces we first formalized the problem of keyboard parameter e g location and size estimation based on users typing data through a user study we then examined users eyes free touch typing behavior on an interactive tabletop with only asterisk feedback we fitted the keyboard model to the typing data results suggested that the model parameters keyboard location and size changed not only between different users but also within the same user along with time based on the results we proposed a markov bayesian algorithm for input prediction which considers the relative location between successive touch points within each hand respectively simulation results showed that based on the pooled data from all users this model improved the top 1 accuracy of the classical statistical decoding algorithm from 86 2 to 92 1 in a second user study we further improved toast with dynamical model parameter adaptation and evaluated users text entry performance with toast using realistic text entry tasks participants reached a pick up speed of 41 4 wpm with a character level error rate of 0 6 and with less than 10 minutes of practice they reached 44 6 wpm without sacrificing accuracy participants subjective feedback also indicated that toast offered a natural and efficient typing experience ,toast,10.1145/3191765
913,Tongueboard: An oral interface for subtle input,2019,R Li,24,ACM,2019,10.1145/3311823.3311831,"[{""given"": ""Richard"", ""family"": ""Li"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""Google Research &amp; Machine Intelligence Mountain View, CA, USA""}]}, {""given"": ""Jason"", ""family"": ""Wu"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Google Research &amp; Machine Intelligence Mountain View, CA, USA""}]}, {""given"": ""Thad"", ""family"": ""Starner"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Google Research &amp; Machine Intelligence Mountain View, CA, USA""}]}]",37,proceedings-article,Proceedings of the 10th Augmented Human International Conference 2019,,tongueboard,10.1145/3311823.3311831
914,Touch-dynamics based behavioural biometrics on mobile devices‚Äìa review from a usability and performance perspective,2020,E Ellavarason,11,Association for Computing Machinery (ACM),2021,10.1145/3394713,"[{""ORCID"": ""http://orcid.org/0000-0002-4126-5019"", ""authenticated-orcid"": false, ""given"": ""Elakkiya"", ""family"": ""Ellavarason"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""School of Engineering and Digital Arts, University of Kent, Canterbury, Kent, United Kingdom""}]}, {""given"": ""Richard"", ""family"": ""Guest"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""School of Engineering and Digital Arts, University of Kent, Canterbury, Kent, United Kingdom""}]}, {""given"": ""Farzin"", ""family"": ""Deravi"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""School of Engineering and Digital Arts, University of Kent, Canterbury, Kent, United Kingdom""}]}, {""given"": ""Raul"", ""family"": ""Sanchez-Riello"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Electronics Technology Department, Carlos III University of Madrid, Leganes, Spain""}]}, {""given"": ""Barbara"", ""family"": ""Corsetti"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Electronics Technology Department, Carlos III University of Madrid, Leganes, Spain""}]}]",122,journal-article,ACM Computing Surveys,over the past few years there has been an exponential increase in the percentage of people owning and using a smart phone these devices have sensor rich touchscreens that can capture sensitive biometric features such as keystroke typing and finger swiping patterns touch dynamics based behavioural biometrics is a time based assessment of how a user performs a particular touch task on a mobile device several performance focused surveys already exist in this article building upon the existing reviews we have examined studies on touch dynamics based behavioural biometrics based on usability and its impact on authentication performance we also emphasize the need for shifting the focus on usability during performance evaluations by presenting a consolidated list of usability and ergonomic based factors that influence user interaction and cause performance variations in this article we report and review the usability evaluations user acceptance studies and performance based studies influencing the user interaction process on three specific touch dynamics based modalities signature keystroke and swipe with regards to performance we present a comparative analysis of error rates and accuracy of various research works undertaken additionally we present a consolidated list of public datasets and discuss evolving vulnerabilities of touch dynamics based behavioural biometrics their adopted attack models and their feasibility finally we present our assessment of this domain s existing unresolved problems that could pave the way for future research ,touch dynamics based behavioural biometrics on mobile devices a review from a usability and performance perspective,10.1145/3394713
915,Touchless Gestures for Interactive Messaging: Gesture Interface for Sending Emoji,2020,V Olshevsky,0,ACM,2020,10.1145/3406324.3410535,"[{""given"": ""Vyacheslav"", ""family"": ""Olshevsky"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""Human-Computer Interaction Lab Samsung R&amp;D Institute Ukraine (SRK), Ukraine""}]}, {""given"": ""Ivan"", ""family"": ""Bondarets"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Human-Computer Interaction Lab Samsung R&amp;D Institute Ukraine (SRK), Ukraine""}]}, {""given"": ""Andrii"", ""family"": ""Kozyr"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Human-Computer Interaction Lab Samsung R&amp;D Institute Ukraine (SRK), Ukraine""}]}, {""given"": ""Oleksandr"", ""family"": ""Trunov"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Human-Computer Interaction Lab Samsung R&amp;D Institute Ukraine (SRK), Ukraine""}]}, {""given"": ""Artem"", ""family"": ""Shcherbina"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Human-Computer Interaction Lab Samsung R&amp;D Institute Ukraine (SRK), Ukraine""}]}, {""given"": ""Igor"", ""family"": ""Tolmachov"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Samsung R&amp;D Institute Ukraine (SRK), Ukraine""}]}, {""given"": ""Svitlana"", ""family"": ""Alkhimova"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Samsung R&amp;D Institute Ukraine (SRK), Ukraine""}]}]",10,proceedings-article,22nd International Conference on Human-Computer Interaction with Mobile Devices and Services,,touchless gestures for interactive messaging,10.1145/3406324.3410535
916,Touchless typing using head movement-based gestures,2020,S Rustagi,4,IEEE,2020,10.1109/bigmm50055.2020.00025,"[{""given"": ""Shivam"", ""family"": ""Rustagi"", ""sequence"": ""first"", ""affiliation"": []}, {""given"": ""Aakash"", ""family"": ""Garg"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Pranay Raj"", ""family"": ""Anand"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Rajesh"", ""family"": ""Kumar"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Yaman"", ""family"": ""Kumar"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Rajiv Ratn"", ""family"": ""Shah"", ""sequence"": ""additional"", ""affiliation"": []}]",34,proceedings-article,2020 IEEE Sixth International Conference on Multimedia Big Data (BigMM),,touchless typing using head movement based gestures,10.1109/bigmm50055.2020.00025
917,Toward optimization of gaze-controlled human‚Äìcomputer interaction: Application to hindi virtual keyboard for stroke patients,2018,YK Meena,31,Institute of Electrical and Electronics Engineers (IEEE),2018,10.1109/tnsre.2018.2814826,"[{""ORCID"": ""http://orcid.org/0000-0002-7335-1448"", ""authenticated-orcid"": false, ""given"": ""Yogesh Kumar"", ""family"": ""Meena"", ""sequence"": ""first"", ""affiliation"": []}, {""ORCID"": ""http://orcid.org/0000-0002-7661-0070"", ""authenticated-orcid"": false, ""given"": ""Hubert"", ""family"": ""Cecotti"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Kongfatt"", ""family"": ""Wong-Lin"", ""sequence"": ""additional"", ""affiliation"": []}, {""ORCID"": ""http://orcid.org/0000-0002-3635-9731"", ""authenticated-orcid"": false, ""given"": ""Ashish"", ""family"": ""Dutta"", ""sequence"": ""additional"", ""affiliation"": []}, {""ORCID"": ""http://orcid.org/0000-0003-3284-9589"", ""authenticated-orcid"": false, ""given"": ""Girijesh"", ""family"": ""Prasad"", ""sequence"": ""additional"", ""affiliation"": []}]",47,journal-article,IEEE Transactions on Neural Systems and Rehabilitation Engineering,,toward optimization of gaze controlled human computer interaction application to hindi virtual keyboard for stroke patients,10.1109/tnsre.2018.2814826
918,Toward Using Machine Learning-Based Motion Gesture for 3D Text Input,2021,S Swieso,0,ACM,2021,10.1145/3485279.3485302,"[{""given"": ""Sloan"", ""family"": ""Swieso"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""University of Southern California, USA""}]}, {""given"": ""Powen"", ""family"": ""Yao"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Southern California, United States""}]}, {""given"": ""Mark"", ""family"": ""Miller"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Southern California, USA""}]}, {""given"": ""Adityan"", ""family"": ""Jothi"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Southern California, USA""}]}, {""given"": ""Andrew"", ""family"": ""Zhao"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Southern California, USA""}]}, {""given"": ""Michael"", ""family"": ""Zyda"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Southern California, USA""}]}]",5,proceedings-article,Symposium on Spatial User Interaction,,toward using machine learning based motion gesture for 3d text input,10.1145/3485279.3485302
919,Towards a Unified and Efficient Command Selection Mechanism for Touch-Based Devices Using Soft Keyboard Hotkeys,2022,K Fennedy,0,Association for Computing Machinery (ACM),2022,10.1145/3476510,"[{""ORCID"": ""http://orcid.org/0000-0002-9643-2072"", ""authenticated-orcid"": false, ""given"": ""Katherine"", ""family"": ""Fennedy"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""Singapore University of Technology and Design (SUTD) &amp; NUS-HCI Lab, Singapore""}]}, {""given"": ""Angad"", ""family"": ""Srivastava"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Singapore University of Technology and Design (SUTD) &amp; Yale-NUS College, Singapore""}]}, {""given"": ""Sylvain"", ""family"": ""Malacria"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University Lille, Inria, CNRS, Centrale Lille, UMR 9189 CRIStAL, Lille, France""}]}, {""given"": ""Simon T."", ""family"": ""Perrault"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Singapore University of Technology and Design (SUTD), Singapore""}]}]",78,journal-article,ACM Transactions on Computer-Human Interaction,we advocate for the usage of hotkeys on touch based devices by capitalising on soft keyboards through four studies first we evaluated visual designs and recommended icons with command names for novices while letters with command names for experts second we investigated the discoverability by asking crowdworkers to use our prototype with some tasks only doable upon successfully discovering the technique discovery rates were high regardless of conditions that vary the familiarity and saliency of modifier keys however familiarity with desktop hotkeys boosted discoverability our third study focused on how prior knowledge of hotkeys could be leveraged and resulted in a 5 selection time improvement and identified the role of spatial memory in retention finally we compared our soft keyboard layout with a grid layout similar to fasttap the latter offered a 12 16 gain on selection speed but at a high cost in terms of screen estate and low spatial stability ,towards a unified and efficient command selection mechanism for touch based devices using soft keyboard hotkeys,10.1145/3476510
920,Towards haptic learning on a smartwatch,2018,C Seim,14,ACM,2018,10.1145/3267242.3267269,"[{""given"": ""Caitlyn"", ""family"": ""Seim"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""Georgia Institute of Technology""}]}, {""given"": ""Rodrigo"", ""family"": ""Pontes"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Georgia Institute of Technology""}]}, {""given"": ""Sanjana"", ""family"": ""Kadiveti"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Georgia Institute of Technology""}]}, {""given"": ""Zaeem"", ""family"": ""Adamjee"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Georgia Institute of Technology""}]}, {""given"": ""Annette"", ""family"": ""Cochran"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Georgia Institute of Technology""}]}, {""given"": ""Timothy"", ""family"": ""Aveni"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Georgia Institute of Technology""}]}, {""given"": ""Peter"", ""family"": ""Presti"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Georgia Institute of Technology""}]}, {""given"": ""Thad"", ""family"": ""Starner"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Georgia Institute of Technology""}]}]",6,proceedings-article,Proceedings of the 2018 ACM International Symposium on Wearable Computers,,towards haptic learning on a smartwatch,10.1145/3267242.3267269
921,Towards Location-Independent Eyes-Free Text Entry,2021,DC Gaines,0,Michigan Technological University,,10.37099/mtu.dc.etdr/1195,"[{""given"": ""Dylan C"", ""family"": ""Gaines"", ""sequence"": ""first"", ""affiliation"": []}]",0,dissertation,,,towards location independent eyes free text entry,10.37099/mtu.dc.etdr/1195
922,Towards More Direct Text Editing With Handwriting Interfaces,2022,J Gu,0,Informa UK Limited,2022,10.1080/10447318.2022.2041893,"[{""ORCID"": ""http://orcid.org/0000-0002-4085-4313"", ""authenticated-orcid"": false, ""given"": ""Jiseong"", ""family"": ""Gu"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""School of Computing, Korea Advanced Institute of Science and Technology, Daejeon, South Korea""}]}, {""ORCID"": ""http://orcid.org/0000-0001-9674-6496"", ""authenticated-orcid"": false, ""given"": ""Geehyuk"", ""family"": ""Lee"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""School of Computing, Korea Advanced Institute of Science and Technology, Daejeon, South Korea""}]}]",38,journal-article,International Journal of Human–Computer Interaction,,towards more direct text editing with handwriting interfaces,10.1080/10447318.2022.2041893
923,Towards utilizing touch-sensitive physical keyboards for text entry in virtual reality,2019,A Otte,11,IEEE,2019,10.1109/vr.2019.8797740,"[{""given"": ""Alexander"", ""family"": ""Otte"", ""sequence"": ""first"", ""affiliation"": []}, {""given"": ""Tim"", ""family"": ""Menzner"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Travis"", ""family"": ""Gesslein"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Philipp"", ""family"": ""Gagel"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Daniel"", ""family"": ""Schneider"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Jens"", ""family"": ""Grubert"", ""sequence"": ""additional"", ""affiliation"": []}]",31,proceedings-article,2019 IEEE Conference on Virtual Reality and 3D User Interfaces (VR),,towards utilizing touch sensitive physical keyboards for text entry in virtual reality,10.1109/vr.2019.8797740
924,Turn It Over: A Demonstration That Spatial Keyboards are Logical for Braille,2018,K Ellis,1,ACM,2018,10.1145/3234695.3241010,"[{""given"": ""Kirsten"", ""family"": ""Ellis"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""Monash University, Clayton, Australia""}]}, {""given"": ""Leona"", ""family"": ""Holloway"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Monash University, Caulfield, Australia""}]}]",17,proceedings-article,Proceedings of the 20th International ACM SIGACCESS Conference on Computers and Accessibility,,turn it over,10.1145/3234695.3241010
